department,title,number
CHEM,ORGANIC CHEM LAB,242
CHEM,SCI OUTREACH PARTIC ,297
CHEM,SPEC PROBS/RPT WRTG ,299
CHEM,INORGANIC CHEMISTRY ,312
CHEM,INORGANIC CHEM LAB,317
CHEM,QUANTITATIVE ANLYS,321
CHEM,H-ORGANIC CHEMISTRY ,336
CHEM,H-ORGANIC CHEM LAB,346
CHEM,SCI OUTREACH MENTOR ,397
CHEM,UNDERGRAD RESEARCH,399
CHEM,ORGANOMETALLIC CHEM ,417
CHEM,NUCLEAR CHEMISTRY,418
CHEM,INSTRUMENTAL ANLYS,426
CHEM,ADV SYN ORGNC CHEM,431
CHEM,CHEMICAL BIOLOGY,436
CHEM,PHYS CHEM BIOC I,452
CHEM,PHYS CHEM BIOC II,453
CHEM,PHYSICAL CHEMISTRY,456
CHEM,SPECTRO TECHNIQUES,463
CHEM,COMPUTATIONAL CHEM,465
CHEM,ELEC STRUCT MATERLS ,485
CHEM,UG RES/REPORT WRTG,499
CHEM,ORGANOMETALLICS,517
CHEM,ANLYT SPECTROSCOPY,522
CHEM,ADV SYN ORGNC CHEM,531
CHEM,CHEMICAL BIOLOGY,536
CHEM,DATA SCI CLEAN ENRG ,545
CHEM,SW ENGR MOL DATA SCI,546
CHEM,STATISTCL MECHANICS ,552
CHEM,COMPUTATION IN CHEM ,565
CHEM,RESEARCH,571
CHEM,ORGANIC/BIOL RESRCH ,573
CHEM,SPECTROSCOPY RESERCH,574
CHEM,RESEARCH COMPUTATION,575
CHEM,RESRCH MATERIAL CHEM,578
CHEM,PREP 2ND YEAR EXAM,581
CHEM,ELEC STRUCT MATERLS ,585
CHEM,SMNR GENERAL CHEM,590
CHEM,SMNR INORGANIC CHEM ,591
CHEM,SMNR ANALYTCL CHEM,592
CHEM,SMNR ORGANIC CHEM,593
CHEM,SMNR PHYSICAL CHEM,595
CHEM,SEMINAR IN MOLENG,597
CHEM,INDEPNDNT STDY/RSCH ,600
CHEM,MASTERS THESIS,700
CHEM,DOCTORAL DISSERTATN ,800
URBDP,GEOSPATIAL ANALYS,422
URBDP,SITE PLANNING,424
URBDP,SPECIAL TOPICS,498
URBDP,SPECIAL PROJECTS,499
URBDP,COMP PLAN IMPLEMENT ,501
URBDP,COMMUNIC & ANALYSIS ,503
URBDP,PLAN STUDIO PREP,506
URBDP,THRY & METH PLAN I,510
URBDP,RACE&SOCIAL JUSTICE ,514
URBDP,GEOSPATIAL ANALYSIS ,522
URBDP,SITE PLANNING,524
URBDP,TPCS TRANSP PLN&PLCY,532
URBDP,HEALTH BUILT ENVIR,538
URBDP,PROFESSIONAL PROJ,547
URBDP,HAZARD MITIGATION,549
URBDP,INTRO REAL ESTATE,552
URBDP,RE FINANCE INVEST,554
URBDP,REAL ESTATE LAW,557
URBDP,PLN HIST THRY ETHICS,564
URBDP,IMPLEMENT PRES,586
URBDP,DOCTORAL SMNR II,592
URBDP,SPECIAL TOPICS,598
URBDP,INDEPNDNT STDY/RSCH ,600
URBDP,MASTERS THESIS,700
URBDP,DOCTORAL DISSERTATN ,800
AMATH,BEG SCI COMPUTING,301
AMATH,NEURAL CODE COMPUTE ,342
AMATH,DIFF EQUATIONS,351
AMATH,LINR ALG & NUM ANLY ,352
AMATH,INTRODUCT MODELING,383
AMATH,DYNAMCL SYSTS&CHAOS ,402
AMATH,MATH ANLYS BIO MED,423
AMATH,COMP METH DATA ANLY ,482
AMATH,SR PROJECT/THESIS,498
AMATH,READING/RESEARCH,499
AMATH,SPEC STDY APPL MATH ,500
AMATH,INTRO DYN SYS & CH,502
AMATH,FUNDAMNTL OPTIMIZTN ,515
AMATH,MATH ANLYS BIO &MED ,523
AMATH,ADV STOCH PROCESSES ,562
AMATH,ADV METHODS ODE,568
AMATH,COMP METH DATA ANLY ,582
AMATH,BOUNDARY VALUE PROBS,585
AMATH,SPECIAL TOPICS,590
AMATH,INDEPNDNT RSCH/STDY ,600
AMATH,INTERNSHIP,601
AMATH,MASTERS THESIS,700
AMATH,DOCTORAL DISSERTATN ,800
PEDS,UNDERGRAD THESIS,498
PEDS,UNDERGRAD RESEARCH,499
PEDS,P-PRECEP IN PEDS,505
PEDS,INTRO CR NWBRN INFT ,619
PEDS,PEDS SUBSPEC CLINIC ,620
PEDS,P-PEDS CH ABUSE BOI ,622
PEDS,P-EMERGENCY MED SPO ,624
PEDS,P-PEDS EMERGENCY MED,625
PEDS,P-NEONATAL PEDS MIS ,629
PEDS,P-WRITE PEDS CLK,630
PEDS,P-LIC PEDS,631
PEDS,P-PEDS GI BOISE,640
PEDS,P-PED CLKSHP LEWSTN ,647
PEDS,PED CLKRSHP EVER,648
PEDS,P-PED CLKSHP MOSEL,650
PEDS,P-PED CLKSHP BOZEM,651
PEDS,P-PED CLKSHP IDA FAL,652
PEDS,P-PED CLKSHP HELENA ,653
PEDS,P-PED GEN CLRKSHP,655
PEDS,P-PED CLKSHP MISSOU ,657
PEDS,P-PED CLKSHP BOISE,658
PEDS,P-PED GEN CLKSHIP,659
PEDS,P-PED GEN CLKSHIP,660
PEDS,P-PEDS GEN CLK ANCH ,661
PEDS,P-PEDIATRIC ENDOCRIN,671
PEDS,P-OFFICE PR SPOKANE ,672
PEDS,P-PEDS GENETICS SPO ,674
PEDS,P-CAM ELECTIVE,675
PEDS,P-PEDS INTENS CARE,677
PEDS,PED RHEUMATOLOGY,688
PEDS,P-ADV PED FT WASHA,689
PEDS,P-ADV PED CLK BOISE ,690
PEDS,P-PEDS ADV SPOKANE,692
PEDS,P-PEDS SUB-I MARY B ,693
PEDS,P-PEDS ADOL MED,694
PEDS,P-WWAMI PEDS ELECT,699
VIET,ELEMENTARY VIET,112
VIET,INTERMED VIETNAMESE ,212
VIET,ADVANCED VIETNAMESE ,312
VIET,UNDERGRAD RESEARCH,499
HSMGMT,HLTH ADM/BUSIN LAW,552
SOC,SURVEY SOCIOLOGY,110
SOC,SPECIAL TOPICS,201
SOC,STAT FOR SOC SCI,221
SOC,US HEALTH DISPARITY ,230
SOC,AF-AM FAMILIES,260
SOC,FOUND SOC INQUIRY,300
SOC,SOCIOLOGICAL THEORY ,316
SOC,SOCLGY OF RELIGION,357
SOC,INTRO SOC STRAT,360
SOC,CRIMINOLOGY,371
SOC,CRIME POL AND JUST,372
SOC,DRUGS & SOCIETY,376
SOC,UNDERGRAD INTERNSHP ,399
SOC,SPECIAL TOPICS,401
SOC,EDUCATION PRACTICUM ,402
SOC,CIVIC INTERN PROG,404
SOC,DEMOGRAPHIC ASIA,434
SOC,POLITICAL SOC,456
SOC,RACE REL IN AMERCAS ,461
SOC,HONORS SEMINAR,497
SOC,UNDERGRAD RESEARCH,499
SOC,PROSEMINAR,501
SOC,TEACHING SOCIOLOGY,502
SOC,SOCIAL STATISTICS,505
SOC,LOGIC SOC INQUIRY,508
SOC,MATH FOR SOC SCIS,512
SOC,MA THESIS RSCH SEM,524
SOC,RSCH MTHD DEMOGRPHY ,533
SOC,STAT METHODS SPATIAL,534
SOC,HIERARCH MODELING SS,560
SOC,SPCL TOPICS SOCLGY,590
SOC,STATE/MRKTS/SOCIETY ,597
SOC,INDEPNDNT STDY/RSCH ,600
SOC,MASTERS THESIS,700
SOC,DOCTORAL DISSERTATN ,800
CESG,STR DYNAMICS,502
CESG,STRUC STABILITY,507
CESG,MATERIALS MODELING,508
CESG,PRESTR CONCRETE DSGN,522
CESG,ADVANCED STEEL I,524
CESG,BRIDGE ENGINEERING,529
CESG,SOIL DYNAMICS,565
CESG,GEOTECH EQ ENGRG,566
CESG,SPECIAL TOPICS,599
LAW H,MED ETH & JURIS,503
LAW H,INTL ETHC JUS HLTH,506
LAW H,BEGINNING OF LIFE,508
LAW H,TOPICS IN LAW & MED ,510
LAW H,GENETICS & THE LAW,520
LAW H,HLTH LAW PRACTICUM,528
LAW H,HEALTH LAW TUTORIAL ,599
GRDSCH,PREP FOR GRAD ED,200
GRDSCH,HIGHER ED TEACHING,515
GRDSCH,TEACHING MENTORSHIP ,610
GRDSCH,SP TPC UNIV TEACHNG ,630
GRDSCH,DIVERSITY & JUSTICE ,640
SLAVIC,WAYS OF MEANING,425
SLAVIC,SENR HONORS THESIS,498
SLAVIC,DIRECTED STUDY/RSCH ,499
SLAVIC,INDEPNDNT STDY/RSCH ,600
SLAVIC,DOCTORAL DISSERTATN ,800
HSTRY,TOPICS IN HISTORY,288
HSTRY,INTRO TO HISTORY,388
HSTRY,H-HISTORICAL MTHD,492
HSTRY,HISTORIOGRAPHY,494
HSTRY,HISTORY INTERNSHIP,495
HSTRY,COLLOQUIUM IN HIST,498
HSTRY,UNDERGRAD RESEARCH,499
HSTRY,RESEARCH SEMINAR,596
HSTRY,RESEARCH SEMINAR,597
HSTRY,INDEPNDNT STDY/RSCH ,600
HSTRY,DOCTORAL DISSERTATN ,800
POL S,INTRO POL THEORY,201
POL S,INTRO TO AMER POL,202
POL S,INTRO INTERNATL REL ,203
POL S,INTRO TO COMPAR POL ,204
POL S,INTRO TO POL ECON,270
POL S,POL THEORY TOPICS,301
POL S,FREE WILL IN POL,302
POL S,AM PRESS & POLITICS ,304
POL S,RELIG & WORLD POL,307
POL S,AF-AM POL/SOC THT,316
POL S,AMER FOREIGN POLICY ,321
POL S,SCAND IN WORLD AFRS ,326
POL S,COMP POL TOPICS,332
POL S,POLITICS OF INTL LAW,347
POL S,STRATEGY & WAR,349
POL S,U S CONGRESS,353
POL S,AMERICAN PRESIDENCY ,355
POL S,US CTS & CIVIL LIB,361
POL S,POL THEORY ADV SEM,401
POL S,AM POLITICS ADV SEM ,405
POL S,POLITCL PSYCH & WAR ,425
POL S,INTL POL ECONOMY,427
POL S,POLIT PARTIES JAPAN ,429
POL S,CIVIL-MILI RELATION ,430
POL S,ETHNIC POLITICS,436
POL S,COMP POL ADV SEM,447
POL S,COM TECH & POLITICS ,451
POL S,MASS MEDIA LAW,461
POL S,AFRICAN POL DVPT,477
POL S,COMPAR POL KOREA ST ,480
POL S,WH-HNRS THESIS WRTNG,489
POL S,INTERNSHIP,496
POL S,STATE INTERNSHIP,497
POL S,READINGS & RESEARCH ,499
POL S,ADV POL RESEARCH,501
POL S,MULTI MTHD FLD RES,504
POL S,ETHICAL POL THEORY,511
POL S,INTL RELATNS TOPICS ,527
POL S,AMERICAN POL TOPICS ,555
POL S,AMER RACIAL STATE,570
POL S,COMPAR POL KOREA ST ,580
POL S,INTL POL ECON TPCS,586
POL S,DIRECTED READINGS,597
POL S,INDEP WRITING I,598
POL S,RESEARCH/READINGS,600
POL S,DOCTORAL DISSERTATN ,800
ORTHO,DIR STDYS IN ORTHO,449
ORTHO,P-DIR STDYS ORTHO,550
ORTHO,JOURNAL CLUB,552
ORTHO,ORTHO SEMINAR,560
ORTHO,ORTHO THEORY,564
ORTHO,PRAC MGMT,568
ORTHO,INTERCEPTIVE ORTHO,575
ORTHO,ADULT ORTHO SEM,582
ORTHO,CRANOFACIAL ANOMAL,584
ORTHO,SURG ORTHO,585
ORTHO,ADV TPCS ORALB I,591
ORTHO,BIOMECHANICS,599
ORTHO,INDEPNDNT STDY/RSCH ,600
ORTHO,MINOR TOOTH,631
ORTHO,P-CLINICAL ORTHO,660
ORTHO,ADULT ORTHO CLINIC,682
CET,TRANS DATA MANAGE,512
CET,ANYL METH TRANS I,584
CET,SPECIAL TOPICS,599
